url,brand,currency,price,website,title,breadcrumbs,description,image_urls,color_of_variants,size_of_variants,color_grouping,size_grouping,material,technical_document
https://www.ceratec.com/fr/RSS-2048-Alchemy-2,Ceratec,EUR,-,Ceratec,Alchemy,Accueil > CARREAUX,Imaginez des tuiles de porcelaine qui capturent la beauté brute et fascinante des cristaux de sel gemme. C’est ce que la série Alchemy vous offre avec ces tons chauds et nuancés : une esthétique naturelle et saisissante qui transformera votre décor.,https://www.ceratec.com/images/thumbs/0027076_rss-2048-alchemy_2600.jpeg|https://www.ceratec.com/images/thumbs/0029038_rs-2048-alchemy-3146_2600.jpeg|https://www.ceratec.com/images/thumbs/0029037_rs-2048-alchemy-3147_2600.jpeg|https://www.ceratec.com/images/thumbs/0029036_rs-2048-alchemy-3148_2600.jpeg|https://www.ceratec.com/images/thumbs/0029035_rs-2048-alchemy-3149_2600.jpeg|https://www.ceratec.com/images/thumbs/0029034_rs-2048-alchemy-3151_2600.jpeg|https://www.ceratec.com/images/thumbs/0029033_rs-2048-alchemy-3152_2600.jpeg|https://www.ceratec.com/images/thumbs/0029032_rs-2048-alchemy-3153_2600.jpeg|https://www.ceratec.com/images/thumbs/0029031_rs-2048-alchemy-3154_2600.jpeg|https://www.ceratec.com/images/thumbs/0029030_rs-2048-alchemy-3155_2600.jpeg|https://www.ceratec.com/images/thumbs/0029029_rs-2048-alchemy-3156_2600.jpeg,Beige,-,Beige|Foncé|Gris|Blanc,"24"" x 24""|12"" x 24""",Mat,https://ceratec.com/files/exportimport/ProductSheet/Ceratec/Alchemy_CeramicaEuro_ProductSheet.pdf|https://ceratec.com/files/exportimport/Lookbook/Ceratec/EURO_ALCHEMY_CAT_2024_compressed.pdf
